5	The cosmos is perfect, you know. Its laws are divine, its timing flawless, its design unique.	Satguru Sivaya Subramuniyaswami			Wisdom|
|22	When the philosophy is properly understood, we possess right thought, right speech and right action, which is proper behavior. This is culture.	Satguru Sivaya Subramuniyaswami			Facing Life,Hinduism
|23	Conceit is a sure sign of insecurity; humility denotes  awareness.	Satguru Sivaya Subramuniyaswami			Wisdom
|24	Beginning to meditate can be likened to starting a long journey. The destination and the means of travel must be known before setting out.	Satguru Sivaya Subramuniyaswami			Meditation
|25	To accept one's karma and the responsibility for one's actions is strength. To blame another is weakness and foolishness.	Satguru Sivaya Subramuniyaswami			Karma
|26	Purity, devotion, humility and charity are the four keys to good conduct. Of these, purity is the cardinal virtue. We cultivate purity by thinking, speaking and doing only that which is conceived in compassion for all.	Satguru Sivaya Subramuniyaswami			Facing Life
|27	Our religion tells us that because we love God Siva, we love one another, for God Siva loves all of us. Our religion tells us that God Siva is like a father and a mother, not a vengeful God, but a God of love who helps us.	Satguru Sivaya Subramuniyaswami			Siva
|28	In the end, the Great Mystery is known as one, as two, as neither one nor two.	Satguru Sivaya Subramuniyaswami			Siva,Hinduism
|29	All you have to do is to watch your mind think. Then and only then are you experiencing your perfect state of inner being.	Satguru Sivaya Subramuniyaswami			Meditation
|30	This is one of the great benefits awarded a yoga student working in the guru system: his opportunity to identify with the intuitive mind of the guru.	Satguru Sivaya Subramuniyaswami			Guru
|31	The guru helps the devotee to hold his mind in focus, to become pointedly conscious of thought, word and deed, and to cognize the lessons of each experience.	Satguru Sivaya Subramuniyaswami			Guru
|32	All of the mysteries of life will unfold before your inner vision once the instinctive mind is mastered in your life.	Satguru Sivaya Subramuniyaswami			Meditation
|33	The experienced meditator seeks out the unwholesome areas within himself, endeavoring to expose and rid himself of each knot of karma.	Satguru Sivaya Subramuniyaswami			Karma,Meditation
|34	Sitting in a state of real meditation, one must be more alive and alert than a tight-rope walker suspended without a net on a taut cable three hundred feet above the Earth.	Satguru Sivaya Subramuniyaswami			Yoga,Realm of Knowledge,Meditation
|35	Meditation can be sustained only if one lives a wholesome life, free from emotional entanglements and adharmic deeds.	Satguru Sivaya Subramuniyaswami			Meditation
|36	Most people try to experience God through other people. Disciples see a guru as God. Wives see their husband as God. Devotees see the Deity in the temple as God. But all the time, behind the eyes of their seeing, is God.	Satguru Sivaya Subramuniyaswami			Siva
|37	There is no death and there is no birth for the immortal body of the soul that you are, that pure intelligence that goes on and on and on and on and on and on.	Satguru Sivaya Subramuniyaswami			Meditation,Wisdom
|38	Your recognition of what is is the way you create it to yourself. This is deep. This is in the realm of contemplation. And only in the realm of contemplation will you begin to conceive of it.	Satguru Sivaya Subramuniyaswami			Meditation
|39	Contemplation is man's power over his mind as he begins to go within himself. Concentration is man's power over his mind as he goes through life working out life's problems. And meditation is man's wisdom.	Satguru Sivaya Subramuniyaswami			Meditation
|40	The teachings of yoga are so basically simple and so basically concrete. And the most beautiful thing in the world, on contemplation, is the simplest thing in the world. The most beautiful design is the simplest design.	Satguru Sivaya Subramuniyaswami			Meditation
|41	Every single brick added to a temple made of brick brings that temple closer to completion.	Satguru Sivaya Subramuniyaswami			Sadhana
|42	The conquest of karma lies in intelligent action and dispassionate reaction.	Satguru Sivaya Subramuniyaswami			Karma
|43	Siva's devotees bask contentedly in Siva consciousness, seeing the pure life energy in every person, animal, bird, reptile, fish, insect, plant, tree and even microscopic intelligence as Supreme God Siva Himself. Aum.	Satguru Sivaya Subramuniyaswami			Siva
|44	Siva's devotees cultivate a contemplative nature by meditating daily, seeking the light, drawing the lesson from each experience and identifying with infinite intelligence, not with body, emotion or intellect. Aum.	Satguru Sivaya Subramuniyaswami			Meditation,Sadhana
|45	Siva's devotees accept all experiences, however difficult, as their self-created karma, without cringing or complaining. Theirs is the power of surrender, accepting what is as it is and dealing with it courageously. Aum.	Satguru Sivaya Subramuniyaswami			Facing Life
|46	Ignorance is equally distributed throughout the planet.	Satguru Sivaya Subramuniyaswami			Wisdom
|47	The body of the soul is constant radiance. Its mind is superconsciousness, containing all intelligence, and is constantly aware, does not sleep and is expanding awareness as the soul body matures.	Satguru Sivaya Subramuniyaswami			Meditation
|48	Sometimes you may experience stressful moments during your daily sadhana. They will soon pass, never to reappear, so do not be worried.	Satguru Sivaya Subramuniyaswami			Sadhana
|49	Never allow yourself to be complacent in your spiritual attainments. Always continue to strive. Even rishis, swamis and yogis who have totally realized Parasiva continue to work on themselves from within themselves.	Satguru Sivaya Subramuniyaswami			Sadhana
|50	In the final analysis, we are all doing exactly as we want, as we must, doing what is next on our personal path of evolution. Nothing is wrong. Nothing should be that is not.	Satguru Sivaya Subramuniyaswami			Wisdom
|51	Siva is very close to each and every one of us. Siva's mind permeates all of us.	Satguru Sivaya Subramuniyaswami			Siva
|52	Saivites all over the world love God Siva. God Siva loves His devotees. For each step the devotee takes toward Siva, Siva takes nine steps toward the devotee.	Satguru Sivaya Subramuniyaswami			Siva
|53	The worship of Siva will give you wealth. The worship of Siva will give you health. The worship of Siva will give you knowledge. The worship of Siva will fill your heart with love and compassion.	Satguru Sivaya Subramuniyaswami			Siva
|54	Are not all persons on this planet driven by desire? Yes, indeed. Then let's redirect desire and let our desires perfect us.	Satguru Sivaya Subramuniyaswami			Facing Life
|55	Our saints have sung that Siva is within us, and we are within Siva. Knowing that, fear and worry and doubt are forever gone from our mind.	Satguru Sivaya Subramuniyaswami			Siva
|56	You become everything when you merge in Siva, but you are no longer you.	Satguru Sivaya Subramuniyaswami			Siva
|57	The Self, the realization of God, Parasiva, is immanent now within everyone, only realizable according to the soul's evolution, which can be hastened through the practice of yoga.	Satguru Sivaya Subramuniyaswami			The Self
|58	God has no names, but all names are the names of God. Whether you call Him this or that, He remains Who He is.	Satguru Sivaya Subramuniyaswami			Siva
|59	Siva is the Self of your self. He is closer than your own breath. His nature is love, and if you worship Him with devotion you will know love and be loving toward others. Devotees of God Siva love everyone.	Satguru Sivaya Subramuniyaswami			Siva
|60	Accept your karma as your own, as a healing medicine and not a poison.	Satguru Sivaya Subramuniyaswami			Karma
|61	That is the goal of life, to know Siva, to love Siva and to find union in Him, to dance with Siva, live with Siva and merge with Siva.	Satguru Sivaya Subramuniyaswami			Siva
|62	Siva is the God of love and nothing else but love. He fills this universe with love. He fills you with love. Siva is fire. Siva is earth. Siva is air. Siva is water. Siva is ether.	Satguru Sivaya Subramuniyaswami			Siva
|63	"Siva's will be done"—the first sadhana on the path. "Siva's will be done"—the last sadhana on the path, after all others have been perfected.	Satguru Sivaya Subramuniyaswami			Sadhana
|64	Give yourself in to the real you. Turn your mind inward. Turn your will inward and live that glorious spiritual life and be ready as a spiritual being to meet the experience of death.	Satguru Sivaya Subramuniyaswami			Meditation
|65	When the mind is disturbed, it is outwardly strong. The mind that is not disturbed is inwardly strong. Your inner strength is always more dependable than your outward display of strength.	Satguru Sivaya Subramuniyaswami			Meditation
|66	Recognizing that all experience is but a fading dream, you are closer to the permanence within you that never changes. You can sense it. It is God. It is Siva. It has never changed. It will never change.	Satguru Sivaya Subramuniyaswami			Facing Life,The Self
|67	Yes, the Saivite home is a factory, an intricate mechanism manufacturing spiritual unfoldment for every member of the family.	Satguru Sivaya Subramuniyaswami			Hinduism
|68	The common bonds uniting all Hindus into a singular spiritual body are the laws of karma and dharma, the belief in reincarnation, all-pervasive Divinity, the ageless traditions and our Gods.	Satguru Sivaya Subramuniyaswami			Hinduism,Gods
|69	This is why we are born on this planet, to evolve through challenges. We are here for no other reason.	Satguru Sivaya Subramuniyaswami			Karma
|70	Be mature about it when you give something up. The immature spiritual person will want everyone else to give it up, too. The spiritually mature person quietly surrenders it because it is simply his personal choice and then goes on with his life.	Satguru Sivaya Subramuniyaswami			Meditation,Sadhana
|71	A home is a place that's so magnetic that it's difficult to leave. In a home there is love, kindness, sharing and appreciation, and the inhabitants help one another. It's a place of selflessness and togetherness, where everybody has time for everybody else.	Satguru Sivaya Subramuniyaswami			Facing Life
|72	My advice to parents has always been to stay close to their children, but at the same time give them some space to grow and mature in today's world. Today's world is not all that bad.	Satguru Sivaya Subramuniyaswami			Facing Life
|73	Stop the war in the home. Use positive discipline. Praise your children. Discover the good things that they do and tell them how well they have done. Celebrate their Divinity. Enjoy them and enjoy good times with them.	Satguru Sivaya Subramuniyaswami			Facing Life
|74	Don't let anyone take your religion away from you. We have to keep developing religion in our mind. We have to keep learning the language of our soul, which is one definition of religion.	Satguru Sivaya Subramuniyaswami			Hinduism
|75	We cannot hurt another without getting hurt back in the future through some other way, generally through other people not even associated with the person we hurt.	Satguru Sivaya Subramuniyaswami			Karma
|76	I can tell you from experience that zero tolerance for inharmonious conditions is a workable law and sadhana that can and should be adopted by all spiritual groups and individuals.	Satguru Sivaya Subramuniyaswami			Sadhana,Construction
|77	A life of discipline is not an easy life, but it is a joyous one, with many soul-satisfying rewards.	Satguru Sivaya Subramuniyaswami			Sadhana
|78	Affectionate detachment is stronger than any attachment could possibly be, because attachment is created through unfulfilled desire, salted and peppered with fear.	Satguru Sivaya Subramuniyaswami			Meditation,Wisdom
|79	There is a great wisdom in cultivated affectionate detachment. Let go of the past. Let go of the future. Be a being right now.	Satguru Sivaya Subramuniyaswami			Meditation,Wisdom
|80	All mystical phenomena and deep religious experiences come from the superconscious. It is the mind of light, beautiful and vast.	Satguru Sivaya Subramuniyaswami			Meditation
|81	A family provides toys for the children to make them happy. Siva provides karma and dharma to all of us to make us happy, to bring us closer to Him.	Satguru Sivaya Subramuniyaswami			Karma,Siva
|82	How do we practice contentment? Simply do not harm others by thought, word or deed.	Satguru Sivaya Subramuniyaswami			Facing Life
|83	Life is meant to be lived joyously. There is in much of the world the belief that life is a burden, a feeling of penitence, that it is good to suffer, good for the soul. In fact, spiritual life is not that way at all.	Satguru Sivaya Subramuniyaswami			Facing Life,Wisdom
|84	Hope for a future life makes this life worthwhile, joyous, contented and happy, because the Hindu can live and deal with current problems, knowing that they are transitory problems, that they will not last forever; nor will they affect us forever.	Satguru Sivaya Subramuniyaswami			Facing Life,Hinduism
|86	Devotees seek a satguru who teaches them to understand suffering, and brings them into the intentional hardships of sadhana and tapas leading to liberation from the cycles of experience in the realm of duality.	Satguru Sivaya Subramuniyaswami			Guru
|87	Sins are the crippling distortions of intellect bound in emotion. When we sin, we take the energy and distort it to our instinctive favor.	Satguru Sivaya Subramuniyaswami			Karma
|88	Hell is not eternal. Nor is there a Satan who tempts man and opposes God's power, though there are devilish beings called asuras, immature souls caught in the abyss of deception and hurtfulness.	Satguru Sivaya Subramuniyaswami			Karma,Hinduism
|89	The superconscious mind, the mind of our soul, knows and inspires good conduct, out of which comes a refined, sustainable culture.	Satguru Sivaya Subramuniyaswami			Facing Life
|90	God is with us always, even when we are unaware of that holy presence. He is His creation. It is an extension of Himself; and God is never apart from it nor limited by it.	Satguru Sivaya Subramuniyaswami			Siva
|91	It takes as much time for a hardened heart to soften as it does for a piece of ice to melt in a refrigerator.	Satguru Sivaya Subramuniyaswami			Worship,Humor
|92	It is by means of worship of and meditation on God that our self-created sufferings are softened and assuaged. God is the God of all—of the believers within all religions, and of the nonbelievers, too.	Satguru Sivaya Subramuniyaswami			Meditation,Worship,Siva
|93	God does not destroy the wicked and redeem the righteous; but grants the precious gift of liberation to all souls.	Satguru Sivaya Subramuniyaswami			Siva,Karma,Hinduism
|94	Dharma is God's divine law prevailing on every level of existence, from the sustaining cosmic order to religious and moral laws which bind us in harmony with that order.	Satguru Sivaya Subramuniyaswami			Hinduism
|95	Every form of life, every group of men, has its dharma, the law of its being. When we follow dharma, we are in conformity with the Truth that inheres and instructs the universe, and we naturally abide in closeness to God.	Satguru Sivaya Subramuniyaswami			Facing Life,Wisdom
|96	All Hindus feel they are guests on the planet with responsibilities to nature, which when fulfilled balance its responsibilities to them.	Satguru Sivaya Subramuniyaswami			Karma,Hinduism
|97	The key to discovering and understanding personal dharma is the worship of Lord Ganesha, the God of memory, time and wisdom, who knows our past lives and can clarify our most perfect pattern, our right path in life.	Satguru Sivaya Subramuniyaswami			Meditation,Gods,Facing Life
|98	We should be uplifting to our fellow man, not critical or injurious. We should be loving and kind, not hateful or mean.	Satguru Sivaya Subramuniyaswami			Facing Life
|99	When heart and mind are freed of baseness, when desires have been tempered and excesses avoided, dharma is known and followed, and good conduct naturally arises.	Satguru Sivaya Subramuniyaswami			Facing Life
|100	The Hindu fosters humility and shuns arrogance, seeks to assist, never to hinder, finds good in others and forgets their faults.	Satguru Sivaya Subramuniyaswami			Facing Life,Hinduism
|101	Good people are the best teachers of good conduct, and should be sought out and heeded when we need help or advice. Talk with them, the wise ones, and in good judgment be guided accordingly.	Satguru Sivaya Subramuniyaswami			Facing Life
|102	To the Hindu the ground is sacred. The rivers are sacred. The sky is sacred. The sun is sacred. His wife is a Goddess. Her husband is a God. Their children are devas. Their home is a shrine.	Satguru Sivaya Subramuniyaswami			Facing Life,Hinduism
|103	Even the intent to injure, even violence committed in a dream, is a violation of ahimsa.	Satguru Sivaya Subramuniyaswami			Facing Life,Karma
|104	The belief in the existence of God everywhere, as an all-pervasive, self-effulgent energy and consciousness, creates the attitude of sublime tolerance and acceptance toward others.	Satguru Sivaya Subramuniyaswami			Facing Life,Siva,Hinduism
|105	Every belief creates certain attitudes. Attitudes govern our actions. Our actions can thus be traced to our inmost beliefs about ourself and the world around us.	Satguru Sivaya Subramuniyaswami			Meditation,Wisdom
|106	A healthy society is based on honesty, openness, love, trust and goodwill.	Satguru Sivaya Subramuniyaswami			Wisdom
|107	Meat-eating contributes to a mentality of violence, for with the chemically complex meat ingested, one absorbs the slaughtered creature's fear, pain and terror.	Satguru Sivaya Subramuniyaswami			Karma
|108	Man's appetite for meat inflicts devastating harm on the Earth itself, stripping its precious forests to make way for pastures.	Satguru Sivaya Subramuniyaswami			Karma
|109	Peace is the natural state of the mind. It is there, inside, to be discovered in meditation, maintained through self-control, and then radiated out to others.	Satguru Sivaya Subramuniyaswami			Meditation
|110	The best way to promote peace is to teach families to be peaceful within their own homes by settling all conflicts quickly.	Satguru Sivaya Subramuniyaswami			Facing Life
|111	Even the poorest Hindu practices charity according to his means.	Satguru Sivaya Subramuniyaswami			Facing Life,Sadhana,Hinduism
|112	Saivites consider it most important to live near a Siva temple, and we build one wherever we find ourselves in the world. This is a most meritorious act, earning blessings in this life and the next.	Satguru Sivaya Subramuniyaswami			Worship,Hinduism
|113	The outer worship is approaching God properly, presenting ourselves acceptably. It is to offer our love, our adoration and then to speak out our prayer, our petition.	Satguru Sivaya Subramuniyaswami			Worship,Siva
|114	The inner worship is to enjoy God's presence and not rush away, to stay, to sit, to meditate awhile and bask in the shakti, endeavoring to realize the Self within.	Satguru Sivaya Subramuniyaswami			Worship,Meditation,The Self
|115	The stone or metal Deity images are not mere symbols of the Gods; they are the form through which their love, power and blessings flood forth into this world.	Satguru Sivaya Subramuniyaswami			Worship,Gods
|116	We never outgrow temple worship. It simply becomes more profound and meaningful as we progress through four spiritual levels.	Satguru Sivaya Subramuniyaswami			Worship
|117	Through temple worship, the three worlds become open to one another, and the beings within them are able to communicate. By means of the mystical arts of puja, the worlds act in concert, and prayers are received.	Satguru Sivaya Subramuniyaswami			Worship
|118	Among the most intimate, personal forms of communication is the written prayer to the devas or to God. Burned in Agni's sacred fire, it disintegrates in the physical world and quickly re-forms in the astral world.	Satguru Sivaya Subramuniyaswami			Facing Life,Gods
|119	God's presence is everywhere, through everything, in everything, for Siva is the creator of all things, the manifestor of time, form and the space between forms.	Satguru Sivaya Subramuniyaswami			Siva
|120	Every Saivite home centers around the home shrine, a special room set aside and maintained to create a temple-like atmosphere in which we conduct puja, read scripture, perform sadhana, meditate, sing bhajana and do japa.	Satguru Sivaya Subramuniyaswami			Worship
|121	The sannyasin balances within himself both the male and female energies. Complete unto himself, he is whole and independent. Having attained an equilibrium of ida and pingala, he becomes a knower of the known.	Satguru Sivaya Subramuniyaswami			Meditation
|122	To transcend the mind and reach the ultimate goal, seekers need the guidance of a satguru, an enlightened master who has followed the path to its natural end and can lead them to the Divine within themselves.	Satguru Sivaya Subramuniyaswami			Guru
|123	Nothing is more precious than the first soul-quickening, life-changing shaktipata from a guru. Nothing is more central to spiritual awakening than the progressive dikshas, or initiations, he bestows.	Satguru Sivaya Subramuniyaswami			Guru
|124	A satguru is needed because the mind is so cunning and the ego is a self-perpetuating mechanism. It is he who inspires, assists, guides and impels the shishya toward the Self of himself.	Satguru Sivaya Subramuniyaswami			Guru
|125	The satguru is the devotee's spiritual guide and preceptor, friend and companion on the path.	Satguru Sivaya Subramuniyaswami			Guru
|126	Having become religion's consummation, the satguru can see where others are and know what their next step should be.	Satguru Sivaya Subramuniyaswami			Guru
|127	Namah Sivaya has such power, the mere intonation of these syllables reaps its own reward in salvaging the soul from bondages of the treacherous instinctive mind and the steel bands of a perfected externalized intellect.	Satguru Sivaya Subramuniyaswami			Meditation
|128	Sages declare that mantra is life, that mantra is action, that mantra is love and that the repetition of mantra, japa, bursts forth wisdom from within.	Satguru Sivaya Subramuniyaswami			Meditation
|129	"Aum Namah Sivaya," the Saivite chants. Aum Namah Sivaya feeds his soul, brightens his intellect and quells his instinctive mind.	Satguru Sivaya Subramuniyaswami			Meditation
|130	On the lips of Saivites throughout the world resounds the proclamation "God Siva is Immanent Love and Transcendent Reality." It is a statement of fact, a summation of truth.	Satguru Sivaya Subramuniyaswami			Meditation
|131	Monists, from their mountaintop perspective, perceive a one reality in all things. Dualists, from the foothills, see God, souls and world as eternally separate. Monistic theism is the perfect reconciliation of these two views.	Satguru Sivaya Subramuniyaswami			Hinduism
|132	God is transcendent and immanent, eternal and temporal, Being and becoming, Creator and created, Absolute and relative, efficient and material cause.	Satguru Sivaya Subramuniyaswami			Siva
|133	The soul consists of an uncreated divine essence and a beautiful, effulgent, human-like form created by Siva.	Satguru Sivaya Subramuniyaswami			Meditation
|134	There is no intrinsic evil. God Siva has created the principle of opposites, which are the means for the soul's maturation—beauty and deformity, light and darkness, love and hate, joy and sorrow.	Satguru Sivaya Subramuniyaswami			Facing Life,Siva
|135	All is God Siva Himself, in Him and of Him. A perfect cosmos has issued forth from a perfect Creator.	Satguru Sivaya Subramuniyaswami			Siva
|136	Vedic rishis have given us courage by uttering the simple truth, "God is the Life of our life."	Satguru Sivaya Subramuniyaswami			Siva,Wisdom
|137	Deep inside we are perfect this very moment, and we have only to discover and live up to this perfection to be whole. Our energy and God's energy are the same, ever coming out of the void. We are all beautiful children of God.	Satguru Sivaya Subramuniyaswami			Siva
|138	We have taken birth in a physical body to grow and evolve into our divine potential.	Satguru Sivaya Subramuniyaswami			Facing Life
|139	The peerless path is commitment, study, discipline, practice and the maturing of yoga into wisdom.	Satguru Sivaya Subramuniyaswami			Sadhana
|140	Service leads us to understanding. Understanding leads us to meditate deeply and without distractions. Finally, meditation leads us to surrender in God. This is the straight and certain path, the San Marga, leading to Self Realization—the inmost purpose of life—and subsequently to moksha, freedom from rebirth.	Satguru Sivaya Subramuniyaswami			Hinduism
|141	Sadhana allows us to live in the refined and cultured soul nature, rather than in the outer, instinctive or intellectual spheres.	Satguru Sivaya Subramuniyaswami			Sadhana
|142	We begin to consciously dance with Siva, to move with the sacred flow that surrounds us, to accept praise and blame, joy and sorrow, prosperity and adversity in equanimity, the fruit of understanding.	Satguru Sivaya Subramuniyaswami			Sadhana
|143	For consistent progress, sadhana should be performed regularly, without fail, at the same time each day, preferably in the early hours before dawn.	Satguru Sivaya Subramuniyaswami			Sadhana
|144	Because Self Realization must be experienced in a physical body, the soul cycles back again and again into flesh to dance with Siva, live with Siva and ultimately merge with Siva in undifferentiated oneness. Yea, jiva is actually Siva.	Satguru Sivaya Subramuniyaswami			The Self,Siva
|145	To the Saivite Hindu, all of life is sacred. All of life is religion. Thus, Saivite art is sacred art, Saivite music is devotional music, and the Saivite's business is not only his livelihood, it is his service to man and God.	Satguru Sivaya Subramuniyaswami			Facing Life,Hinduism
|146	Through pranayama, through mantra, through tantra, wielding an indomitable will, the last forces of form, time and space subside, as the yogi, deep in nirvikalpa samadhi, merges into Parasiva.	Satguru Sivaya Subramuniyaswami			The Self
|147	God Siva knows in infinite, all-abiding, loving superconsciousness. Siva knows from deep within all of His creations to their surface. His Being is within every animate and inanimate form.	Satguru Sivaya Subramuniyaswami			Siva
|148	So loved is Siva-Shakti that all have an intimate relationship. So vast is His vastness, so over-powering is He that men cringe to transgress His will. So talked of is He that His name is on the lips of everyone—for He is the primal sound.	Satguru Sivaya Subramuniyaswami			Siva
|149	Lord Ganesha was created as a governor and interplanetary, intergalactic Lord. His knowledge is infinite, His judgment is just.	Satguru Sivaya Subramuniyaswami			Gods
|150	All Mahadevas, minor Gods, devas and sentient beings must worship Ganesha before any responsible act could hope to be successful. Those who do not are subject to their own barriers. Yea, worship of Him sets the pattern of one's destiny.	Satguru Sivaya Subramuniyaswami			Gods
|151	This Lord of Obstacles prevents us from hurting ourselves through living under an incomplete concept or making a request unneeded or beginning an endeavor not well thought out.	Satguru Sivaya Subramuniyaswami			Gods
|152	The holy vel is our release from ignorance into knowledge, our release from vanity into modesty, our release from sinfulness into purity through tapas.	Satguru Sivaya Subramuniyaswami			Gods
|153	From an absolute perspective, our soul is already in nondual union with God, but to be realized to be known. We are That. We do not become That.	Satguru Sivaya Subramuniyaswami			The Self,Siva,Wisdom
|154	Karma is the law of cause and effect, action and reaction governing maya. Anava is the individuating veil of duality, source of ignorance and finitude. Maya is the classroom, karma the teacher, and anava the student's ignorance.	Satguru Sivaya Subramuniyaswami			Karma,Meditation
|155	Moksha comes when earthly karma has been resolved, dharma well performed and God fully realized.	Satguru Sivaya Subramuniyaswami			Meditation
|156	Karma is not fate, for man acts with free will, creating his own destiny. The Vedas tell us, if we sow goodness, we will reap goodness; if we sow evil, we will reap evil.	Satguru Sivaya Subramuniyaswami			Karma
|157	Not all karmas rebound immediately. Some accumulate and return unexpectedly in this or other births.	Satguru Sivaya Subramuniyaswami			Karma
|158	Performing daily sadhana, keeping good company, pilgrimaging to holy places, seeing to others' needs—these evoke the higher energies, direct the mind to useful thoughts and avoid the creation of troublesome new karmas.	Satguru Sivaya Subramuniyaswami			Karma,Sadhana,Facing Life
|159	After death, we continue to exist in unseen worlds, enjoying or suffering the harvest of earthly deeds until it comes time for yet another physical birth.	Satguru Sivaya Subramuniyaswami			Karma
|160	We neither fear death nor look forward to it, but revere it as a most exalted experience. Life, death and the afterlife are all part of our path to perfect oneness with God.	Satguru Sivaya Subramuniyaswami			Facing Life
|161	Death is a most natural experience, not to be feared. It is a quick transition from the physical world to the astral plane, like walking through a door, leaving one room and entering another.	Satguru Sivaya Subramuniyaswami			Facing Life
|162	Before dying, Hindus diligently fulfill obligations, make amends and resolve differences by forgiving themselves and others, lest unresolved karmas bear fruit in future births.	Satguru Sivaya Subramuniyaswami			Facing Life,Karma,Hinduism
|163	God Siva created us. He created the Earth and all things upon it, animate and inanimate. He created time and gravity, the vast spaces and the uncounted stars. He created night and day, joy and sorrow, love and hate, birth and death.	Satguru Sivaya Subramuniyaswami			Siva
|164	As supreme Mahadeva, Siva wills into manifestation all souls and all form, issuing them from Himself like light from a fire or waves from an ocean.	Satguru Sivaya Subramuniyaswami			Siva
|165	This physical world, though necessary to our evolution, is the embodiment of impermanence, of constant change. Thus, we take care not to become overly attached to it.	Satguru Sivaya Subramuniyaswami			Facing Life
|166	The causal plane is the abode of Lord Siva and His entourage of Mahadevas and other highly evolved souls who exist in their own self-effulgent form—radiant bodies of centillions of quantum light particles.	Satguru Sivaya Subramuniyaswami			Gods,Siva
|167	It is an error to say that the universe is mere illusion, for it is entirely real when experienced in ordinary consciousness, and its existence is required to lead us to God.	Satguru Sivaya Subramuniyaswami			Facing Life,Wisdom
|168	Goodness and mercy, compassion and caring are the intrinsic, inherent or indwelling nature of the soul. Wisdom and pure knowledge, happiness and joy are the intrinsic nature of  the soul.	Satguru Sivaya Subramuniyaswami			Meditation
|169	Yes, bad things do happen. Still, the wise never blame God, for they know these to be the return of man's self-created karmas, difficult but necessary experiences for his spiritual evolution.	Satguru Sivaya Subramuniyaswami			Facing Life,Karma,Wisdom
|170	Whenever we are injured or hurt, we understand that our suffering is but the fulfillment of a karma we once initiated, for which our injurer is but the instrument who, when his karma cycles around, will be the injured.	Satguru Sivaya Subramuniyaswami			Facing Life,Karma
|171	Man is blinded by his ignorance and his concern with the externalities of the world. He is caught, enthralled, bound by karma.	Satguru Sivaya Subramuniyaswami			Karma
|172	It is not a matter of becoming the Self, but of realizing that you never were not the Self. And what is that Self? It is Parasiva. It is God. It is That which is beyond the mind, beyond thought, feeling and emotion, beyond time, form and space.	Satguru Sivaya Subramuniyaswami			The Self
|173	That goal is to realize God Siva in His absolute, or transcendent, state, which when realized is your own ultimate state—timeless, formless, spaceless Truth.	Satguru Sivaya Subramuniyaswami			The Self,Siva
|174	The Self, or Parasiva, is an experience only after it has been experienced. Yet, it is not an experience at all, but the only possible nonexperience, which registers in its aftermath upon the mind of man.	Satguru Sivaya Subramuniyaswami			The Self
|175	The Self, Parasiva, can be realized only when the devotee turns away from the world and enters the cave within as a way of life through initiation and under vows.	Satguru Sivaya Subramuniyaswami			The Self
